division,year,disaster_number,incident_number,incident_name,start_date,fiscal_year,incident_state,disaster_type,disaster_level,total_destroyed_major,total_units_affected,verified_deaths,verified_hospitalized_ill_injured,total_client_shelters_opened,total_overnight_shelter_stays,x_new_shelter_registrations,total_volunters
#N/A,2001,807-02,35522,PUBLIC HOTLINE 9/01 USA,9/11/01,2002,UK,EXP,7,0,0,0,0,0,0,0,800
#N/A,2001,808-02,35529,"GRIEVING,HEALING 9/01 PROG",9/11/01,2002,UK,EXP,1,0,0,0,0,0,0,0,42
#N/A,2001,949-02,35523,WTC 9/01 INTERNATIONAL,9/11/01,2002,OT,EXP,1,0,0,0,0,0,0,0,0
#N/A,2001,998-02,35410,9/11 2001 CONTRIBUTIONS,9/11/01,2002,UK,EXP,1,0,0,0,0,0,0,0,0
Pacific,2001,801-02,35385,AERO FERINCO CRASH 9/01 WA,9/12/01,2002,WA,TRA,1,0,0,0,0,0,0,0,6
Northeast,2001,833-02,35769,"SALEM, NJ 9/01 MFF",9/12/01,2002,NJ,FIR,2,15,15,0,0,0,0,0,0
Pacific,2001,873-02,36409,"LIVERMORE, CA 9/01 MFF",9/12/01,2002,CA,FIR,3,14,42,0,0,0,0,0,13
SE and Caribbean,2001,800-02,35412,TS GABIELLE WATCH 9/01 FL,9/13/01,2002,FL,HUR,2,0,0,1,2,36,0,475,465
SE and Caribbean,2001,802-02,35414,TS GABRIELLE 9/01 SW FL,9/13/01,2002,FL,HUR,3,365,2156,0,8,0,0,0,310
SWARM,2001,816-02,35586,"FT SMITH, AR 9/01 MFF",9/14/01,2002,AR,FIR,2,8,8,0,0,1,0,0,9
SWARM,2001,803-02,35416,"S PDRE ISL,TX 9/01 BRG COL",9/15/01,2002,TX,TRA,2,0,0,8,7,0,0,0,95
SWARM,2001,811-02,35492,"N AURORA, CO 9/01 MFF",9/17/01,2002,CO,FIR,3,16,27,0,2,1,0,133,120
Crossroads,2001,871-02,36366,"BOWLING GREEN, KY 9/01 MFF",9/22/01,2002,KY,FIR,2,12,12,0,0,0,0,0,2
SE and Caribbean,2001,812-02,35530,"BROOKWOOD, AL 9/01 EXP",9/23/01,2002,AL,EXP,2,0,0,13,6,0,0,0,56
Mid Atlantic,2001,813-02,35568,"PR GEORGES CO, MD 9/01 TOR",9/24/01,2002,MD,TOR,2,51,148,3,5,1,0,30,49
Pacific,2001,817-02,35641,"N SEATTLE, WA 9/01 MFF",9/24/01,2002,WA,FIR,2,18,46,0,14,0,0,0,28
SE and Caribbean,2001,814-02,35585,"NE MIAMI, FL 9/01 MFF",9/26/01,2002,FL,FIR,2,16,16,0,13,0,0,0,16
SE and Caribbean,2001,068-02,40511,"SAVANNAH, GA 9/01 MFF",9/29/01,2002,GA,FIR,2,1,23,0,0,0,0,0,0
Mid Atlantic,2001,818-02,35656,"HYATTSVILLE, MD 9/01 MFF",9/29/01,2002,MD,FIR,2,18,24,1,3,1,0,54,11
SWARM,2001,990-02,35643,"SLC, UT 2002 OLYMPIC SUPPT",10/1/01,2002,UT,OTH,1,0,0,0,0,0,0,0,0
Northeast,2001,820-02,35666,"LEWISTON, ME 10/01 MFF",10/2/01,2002,ME,FIR,2,13,13,1,1,1,0,3,5
SE and Caribbean,2001,819-02,35659,CENTRAL TN 10/01 BUS CRASH,10/3/01,2002,TN,TRA,2,0,0,7,33,1,0,5,14
Crossroads,2001,166-02,42490,"WHEELING, WV 10/01 MFF",10/5/01,2002,WV,FIR,2,15,15,0,0,0,0,0,1
Pacific,2001,822-02,35715,"BELLEVUE, WA 10/01 MFF",10/7/01,2002,WA,FIR,2,21,30,0,0,1,0,33,48
SWARM,2001,821-02,35713,W OKLAHOMA 10/01 TORNADO,10/9/01,2002,OK,TOR,3,191,421,0,14,1,0,0,117
Pacific,2001,823-02,35716,PENINSULA AIR 350 10/01 AK,10/10/01,2002,AK,TRA,2,0,0,0,0,0,0,0,13
Mid Atlantic,2001,825-02,35727,BELIZE 10/01 BOAT ACCIDENT,10/10/01,2002,VA,TRA,1,0,0,17,0,0,0,0,7
SWARM,2001,824-02,35724,"PASADENA, TX 10/01 TORNADO",10/11/01,2002,TX,TOR,2,38,142,0,0,0,0,0,6
SE and Caribbean,2001,826-02,35728,"NAPLES, FL 10/01 MFF",10/11/01,2002,FL,FIR,2,8,16,0,0,0,0,0,25
SWARM,2001,828-02,35755,"SAN ANTONIO, TX 10/01 TOR",10/12/01,2002,TX,TOR,4,228,829,0,50,3,0,77,191
SWARM,2001,834-02,35856,"WISE CO, TX 10/01 TORNADO",10/12/01,2002,TX,TOR,2,20,40,0,1,1,0,0,17
Mid Atlantic,2001,829-02,35758,"OCEAN VIEW, VA 10/01 MFF",10/13/01,2002,VA,FIR,1,16,30,0,0,0,0,0,21
SE and Caribbean,2001,836-02,35776,CENTRAL LA 10/01 TORNADOES,10/13/01,2002,LA,TOR,2,44,112,0,0,0,0,0,31
Pacific,2001,827-02,35748,GUAM 10/01 FLOODS,10/14/01,2002,GU,FLD,2,29,33,0,0,1,0,59,3
Mid Atlantic,2001,837-02,35889,DC 10/01 ANTHRX SCRNG SPPT,10/22/01,2002,DC,EPD,2,0,0,0,0,0,0,0,59
Mid Atlantic,2001,840-02,35927,"PHILADELPHIA, PA 10/01 MFF",10/22/01,2002,PA,FIR,3,42,84,0,2,1,0,15,20
#N/A,2001,838-02,35904,DS MOBILIZATION & TRAINING,10/23/01,2002,UK,OTH,1,0,0,0,0,0,0,0,0
Crossroads,2001,841-02,35960,INDIANA 10/01 WINDSTORM,10/24/01,2002,IN,OST,2,174,635,1,23,2,0,2,61
Crossroads,2001,842-02,35961,MICHIGAN 10/01 WINDSTORM,10/24/01,2002,MI,OST,2,45,141,1,2,3,0,38,78
Crossroads,2001,843-02,35962,"WALKER, MI 10/01 MFF",10/24/01,2002,MI,FIR,1,30,44,0,0,0,0,0,7
North Central,2001,853-02,36145,"URBANA, IL 11/01 TORNADO",10/24/01,2002,IL,TOR,2,25,77,0,1,2,0,6,75
North Central,2001,883-02,36484,"PLATTSMOUTH, NE 10/01 MFF",10/25/01,2002,NE,FIR,2,12,12,0,0,0,0,0,0
North Central,2001,125-02,41209,"GREEN BAY, WI 10/01 MFF",10/28/01,2002,WI,FIR,2,16,16,0,0,1,0,9,19
Northeast,2001,846-02,36079,"LAWRENCE, MA 10/01 MFF",10/29/01,2002,MA,FIR,2,6,7,0,0,1,0,22,20
Mid Atlantic,2001,862-02,36387,"HARRISBURG, PA 10/01 MFF",10/31/01,2002,PA,FIR,2,6,6,0,0,0,0,0,0
SE and Caribbean,2001,844-02,36073,HURR MICHELLE WCH 11/01 FL,11/2/01,2002,FL,HUR,2,1,1,0,0,6,0,331,122
Mid Atlantic,2001,845-02,36076,"FLORENCE, SC 11/01 MFF",11/2/01,2002,SC,FIR,2,25,28,0,2,0,0,0,13
SE and Caribbean,2001,850-02,36105,"BOLIVAR CO, TN 11/01 MFF",11/2/01,2002,TN,FIR,2,16,16,0,0,0,0,0,3
SE and Caribbean,2001,847-02,36097,PUERTO RICO 11/01 FLOODS,11/9/01,2002,PR,FLD,4,291,621,0,1,13,0,307,251
SE and Caribbean,2001,852-02,36144,"NASHVILLE, TN 11/01 MFF",11/10/01,2002,TN,FIR,1,5,16,0,0,0,0,0,4
Northeast,2001,848-02,36098,AA 587 CRASH 11/01 NY,11/11/01,2002,NY,TRA,4,0,0,265,62,0,0,0,430
Mid Atlantic,2001,876-02,36455,"LAUREL, MD 11/01 MFF",11/12/01,2002,MD,FIR,2,11,12,0,0,0,0,0,4
Northeast,2001,877-02,36471,"BATH, NY 11/01 MFF",11/12/01,2002,NY,FIR,2,9,9,0,1,0,0,0,13
SWARM,2001,851-02,36138,S TEXAS 11/01 FLOODS,11/15/01,2002,TX,FLD,4,440,1161,10,34,11,0,795,324
Northeast,2001,855-02,36148,"HARTFORD, CT 11/01 MFF",11/18/01,2002,CT,FIR,3,40,66,0,0,1,0,118,19
SWARM,2001,856-02,36181,ARKANSAS 11/01 TORNADOES,11/24/01,2002,AR,TOR,3,108,237,4,15,3,0,19,56
SE and Caribbean,2001,857-02,36190,MISSISSIPPI 11/01 TORNADOS,11/24/01,2002,MS,TOR,4,291,673,6,116,5,0,106,104
SE and Caribbean,2001,858-02,36191,ALABAMA 11/01 TORNADOES,11/24/01,2002,AL,TOR,4,354,710,4,7,5,0,0,298
North Central,2001,859-02,36204,"SHOREVIEW, MN 11/01 MFF",11/24/01,2002,MN,FIR,3,40,114,1,1,0,0,0,18
Northeast,2001,881-02,36481,"BROCKTON, MA 11/01 MFF",11/24/01,2002,MA,FIR,2,12,12,0,0,0,0,0,0
North Central,2001,861-02,36226,"SPRINGFIELD, MO 11/01 MFF",11/25/01,2002,MO,FIR,2,24,24,0,0,0,0,0,19
SE and Caribbean,2001,860-02,36206,W TENNESSEE 11/01 TORNADOS,11/26/01,2002,TN,TOR,3,60,192,3,8,12,0,23,38
Northeast,2001,863-02,36247,"HYANNIS, MA 11/01 MFF",11/26/01,2002,MA,FIR,2,17,29,0,0,0,0,0,21
SE and Caribbean,2001,866-02,36248,SW LOUISIANA 11/01 FLOODS,11/30/01,2002,LA,FLD,2,27,39,0,0,0,0,0,49
Northeast,2001,868-02,36255,"HUDSON CO, NJ 12/01 MFF",12/1/01,2002,NJ,FIR,2,39,48,0,4,1,0,39,36
SWARM,2001,869-02,36256,"DALLAS, TX 12/01 MFF",12/1/01,2002,TX,FIR,3,18,25,1,4,1,0,19,30
Northeast,2001,865-02,36246,"HARTFORD, CT 12/01 MFF",12/2/01,2002,CT,FIR,3,20,20,0,2,1,0,80,13
Northeast,2001,867-02,36254,"PATERSON, NJ 12/01 MFF",12/3/01,2002,NJ,FIR,1,18,18,0,3,0,0,0,8
Crossroads,2001,072-02,40547,"BECKLEY, WV 12/01 MFF",12/6/01,2002,WV,FIR,2,7,7,0,0,0,0,0,0
Pacific,2001,872-02,36408,"SAN FRANCISCO,CA 12/01 MFF",12/15/01,2002,CA,FIR,3,8,27,0,3,1,0,212,63
Crossroads,2001,864-02,36388,"LOUISVILLE, KY 12/01 MFF",12/16/01,2002,KY,FIR,1,9,34,0,0,0,0,0,8
Pacific,2001,870-02,36406,"LOS ANGELES, CA 12/01 MFF",12/16/01,2002,CA,FIR,2,11,36,0,5,1,0,60,93
SWARM,2001,885-02,36518,NE ARKANSAS 12/01 FLOODS,12/16/01,2002,AR,FLD,2,13,96,0,0,3,0,24,20
#N/A,2001,874-02,36440,TYPHOON FAXIA 12/01PACIFIC,12/21/01,2002,OT,HUR,2,0,0,0,0,0,0,0,0
SE and Caribbean,2001,875-02,36498,"PICAYUNE, MS 12/01 MFF",12/21/01,2002,MS,FIR,2,14,18,0,0,1,0,0,11
Northeast,2001,878-02,36473,"MT VERNON, NY 12/01 MFF",12/23/01,2002,NY,FIR,2,15,39,1,0,0,0,0,38
Mid Atlantic,2001,880-02,36475,"WILKESBORO, NC 12/01 MFF",12/26/01,2002,NC,FIR,3,0,71,1,26,1,0,45,32
Northeast,2001,886-02,36528,"LAWRENCE, MA 12/01 MFF",12/26/01,2002,MA,FIR,2,17,29,0,4,1,0,22,20
Pacific,2001,888-02,36552,"SAN FRAN,CA 12/01 MUDSLIDE",12/29/01,2002,CA,FLD,1,9,9,0,0,0,0,0,11
North Central,2001,069-02,40512,"CAIRO, IL 12/01 MFF",12/30/01,2002,IL,FIR,2,5,5,0,0,0,0,0,4
Mid Atlantic,2002,042-02,36860,"GAITHERSBURG, MD 1/02 MFF",1/5/02,2002,MD,FIR,2,2,2,0,0,0,0,0,0
SE and Caribbean,2002,884-02,36517,"MIAMI BEACH, FL 1/02 MFF",1/5/02,2002,FL,FIR,2,15,15,0,0,0,0,0,7
SWARM,2002,882-02,36483,"HOUSTON, TX 1/02 MFF",1/6/02,2002,TX,FIR,2,24,24,0,0,0,0,0,8
SE and Caribbean,2002,887-02,36541,"ENTERPRISE, AL 1/02 MFF",1/12/02,2002,AL,FIR,2,12,12,0,0,0,0,0,7
Pacific,2002,889-02,36540,"BURIEN, WA 1/02 MFF",1/17/02,2002,WA,FIR,2,4,8,0,0,0,0,0,12
Mid Atlantic,2002,891-02,36566,"HARRISBURG, PA 1/02 MFF",1/19/02,2002,PA,FIR,2,8,23,0,0,0,0,0,9
Mid Atlantic,2002,039-02,36854,"DUQUESNE, PA 1/02 MFF",1/20/02,2002,PA,FIR,2,12,15,0,0,0,0,0,4
Crossroads,2002,026-02,36790,"WICKLIFFE, OH 1/02 MFF",1/22/02,2002,OH,FIR,2,11,11,0,0,0,0,0,8
Pacific,2002,893-02,36594,"PORT ANGELES, WA 1/02 MFF",1/22/02,2002,WA,FIR,2,16,16,0,3,0,0,0,16
SE and Caribbean,2002,892-02,36593,S CENTRAL TN 1/02 FLOODS,1/24/02,2002,TN,FLD,3,67,154,2,11,0,0,0,73
Northeast,2002,031-02,36812,"ATLANTIC CITY, NJ 1/01 MFF",1/25/02,2002,NJ,FIR,2,18,18,0,1,0,0,0,5
SWARM,2002,894-02,36601,"AUSTIN, TX 1/02 MFF",1/26/02,2002,TX,FIR,2,0,0,0,0,0,0,0,16
Pacific,2002,067-02,40510,"TANANA VALLEY, AK 1/02 SFF",1/28/02,2002,AK,FIR,2,1,1,0,0,0,0,0,0
North Central,2002,012-02,36667,KANSAS 1/02 ICE STORMS,1/29/02,2002,KS,BLI,2,12,25,0,0,30,0,323,83
SE and Caribbean,2002,989-02,44099,SUPERBOWL XXXVI 1/02 LA,1/29/02,2002,LA,OTH,1,0,0,0,0,0,0,0,0
Crossroads,2002,010-02,36646,"SAGINAW, MI 1/02 MFF",1/30/02,2002,MI,FIR,2,32,32,0,2,0,0,0,14
SWARM,2002,895-02,36621,OKLAHOMA 1/02 ICE STORMS,1/30/02,2002,OK,BLI,4,16,4892,0,14,25,0,2273,668
Crossroads,2002,898-02,36636,"VINCENNES, IN 1/02 MFF",1/30/02,2002,IN,FIR,1,6,8,0,0,0,0,0,0
North Central,2002,897-02,36632,"KS CITY, MO 1/02 ICE STORM",1/31/02,2002,MO,BLI,3,33,387046,3,96,44,0,935,127
Crossroads,2002,051-02,36917,"BALLARD, WV 2/02 MFF",2/2/02,2002,WV,FIR,2,2,2,2,0,0,0,0,2
SE and Caribbean,2002,899-02,36639,"MADISON, AL 2/02 SFF",2/2/02,2002,AL,FIR,1,1,1,0,0,0,0,0,4
Northeast,2002,017-02,36672,"LINDERWOLD, NJ 2/02 MFF",2/3/02,2002,NJ,FIR,2,15,24,0,0,0,0,0,6
Northeast,2002,011-02,36657,"NEWARK, NJ 2/02 MFF",2/4/02,2002,NJ,FIR,3,37,37,2,1,0,0,0,12
Pacific,2002,019-02,36699,"OAKLAND, CA 2/02 MFF",2/4/02,2002,CA,FIR,3,5,90,2,0,1,0,38,26
Pacific,2002,014-02,36669,"FORKS, WA 2/02 MFF",2/6/02,2002,WA,FIR,2,8,9,0,3,0,0,0,12
North Central,2002,168-02,42491,"ST PAUL, MN 2/02 MFF",2/6/02,2002,MN,FIR,2,4,4,0,0,0,0,0,4
Pacific,2002,016-02,36671,OREGON 2/02 WINDSTORM,2/7/02,2002,OR,OST,3,55,126,0,32,2,0,1,87
SWARM,2002,052-02,36922,"COMMERCE, TX 2/02 MFF",2/7/02,2002,TX,FIR,2,11,17,0,0,0,0,0,10
Northeast,2002,023-02,36738,"HAMDEN, CT 2/02 MFF",2/8/02,2002,CT,FIR,2,5,57,0,0,1,0,6,12
Mid Atlantic,2002,018-02,36678,"MONACA, PA 2/02 MFF",2/10/02,2002,PA,FIR,2,13,13,0,1,0,0,0,9
Pacific,2002,159-02,41945,"FALLBROOK,CA 2/02 WILDFIRE",2/10/02,2002,CA,FOR,3,49,76,0,2,2,0,1,117
Northeast,2002,022-02,36735,"WETHERSFIELD, CT 2/02 MFF",2/12/02,2002,CT,FIR,1,15,25,1,2,1,0,16,12
North Central,2002,030-02,36809,"APPLETON, WI 2/20 MFF",2/13/02,2002,WI,FIR,2,1,1,3,0,0,0,0,3
SE and Caribbean,2002,056-02,36941,"NAPLES, FL 2/02 MFF#2",2/14/02,2002,FL,FIR,2,4,4,0,0,0,0,0,10
#N/A,2002,964-02,36729,MIDWEST PREP 2002 GRANT,2/14/02,2002,UK,OTH,1,0,0,0,0,0,0,0,0
Mid Atlantic,2002,024-02,36744,"GREENBORO, NC 2/02 MFF",2/15/02,2002,NC,FIR,2,12,12,4,11,0,0,0,14
SE and Caribbean,2002,020-02,36717,"NAPLES, FL 2/02 MFF",2/16/02,2002,FL,FIR,1,1,8,0,0,0,0,0,11
SE and Caribbean,2002,021-02,36727,"NOBLE, GA 2/02 FUNERAL HM",2/16/02,2002,GA,OTH,1,0,0,0,0,0,0,0,59
SWARM,2002,025-02,36776,"KILLEEN, TX 2/02 MFF",2/16/02,2002,TX,FIR,1,5,16,0,0,0,0,0,11
Crossroads,2002,029-02,36811,"HAMILTON, OH 2/02 MFF",2/17/02,2002,OH,FIR,2,4,4,0,1,0,0,0,1
Mid Atlantic,2002,028-02,36791,"PHILADELPHIA, PA 2/02 MFF",2/22/02,2002,PA,FIR,3,6,6,1,5,1,0,43,45
North Central,2002,127-02,41213,"CARBONDALE, IL 2/02 MFF",2/23/02,2002,IL,FIR,2,10,10,0,0,0,0,0,4
SWARM,2002,027-02,36801,"TULSA, OK 2/02 MFF",2/26/02,2002,OK,FIR,2,36,36,0,0,0,0,0,5
SWARM,2002,032-02,36816,"HOUSTON, TX 2/02 MFF",2/26/02,2002,TX,FIR,2,18,32,0,2,0,0,0,5
Pacific,2002,038-02,36827,"W HOLLYWOOD, CA 2/02 MFF",2/28/02,2002,CA,FIR,2,8,71,0,0,0,0,0,10
SE and Caribbean,2002,033-02,36817,"OPA LOCKA, FL 3/02 MFF",3/1/02,2002,FL,FIR,2,18,51,0,0,1,0,1,13
Northeast,2002,034-02,36820,"CARTHAGE, NY 3/02 MFF",3/1/02,2002,NY,FIR,3,22,22,0,0,1,0,1,43
SE and Caribbean,2002,040-02,36858,"WOODBURY, TN 3/02 EXP",3/2/02,2002,TN,EXP,2,18,20,0,3,0,0,0,16
Mid Atlantic,2002,036-02,36825,"CHARLES CO, MD 3/02 MFF",3/3/02,2002,MD,FIR,2,34,34,0,2,0,0,0,47
SE and Caribbean,2002,041-02,36859,"TALLAHASSEE, FL 3/02 FLD",3/3/02,2002,FL,FLD,1,3,139,0,0,1,0,0,50
SWARM,2002,037-02,36824,"HOUSTON, TX 3/02 MFF",3/4/02,2002,TX,FIR,2,16,16,0,0,0,0,0,9
North Central,2002,116-02,41034,"RACINE, WI 3/02 MFF",3/5/02,2002,WI,FIR,2,16,48,0,0,0,0,0,5
Northeast,2002,047-02,36911,"SPRINGFIELD, MA 3/02 MFF",3/6/02,2002,MA,FIR,2,10,13,0,0,0,0,0,7
SE and Caribbean,2002,045-02,36895,"LAUDERHILL, FL 3/02 MFF",3/8/02,2002,FL,FIR,2,10,10,0,0,0,0,0,15
Crossroads,2002,048-02,36904,"TRAVERSE CITY, MI 3/02 MFF",3/8/02,2002,MI,FIR,1,10,10,1,0,0,0,0,7
SE and Caribbean,2002,050-02,36907,"JACKSON, MS 3/02 MFF",3/8/02,2002,MS,FIR,1,8,8,0,0,0,0,0,2
Crossroads,2002,044-02,36894,"ELYRIA, OH 3/02 MFF",3/9/02,2002,OH,FIR,3,99,102,0,3,0,0,0,37
SWARM,2002,046-02,36903,"AUSTIN, TX 3/02 MFF",3/9/02,2002,TX,FIR,2,26,26,0,0,0,0,0,41
SE and Caribbean,2002,060-02,40421,"LEEDS, AL 3/02 MFF",3/10/02,2002,AL,FIR,2,19,21,0,0,1,0,16,12
Mid Atlantic,2002,053-02,36928,"GEORGETOWN, DE 3/02 MFF",3/11/02,2002,DE,FIR,3,11,33,0,26,1,0,75,55
Northeast,2002,082-02,40633,"BURLINGTON, NJ 3/02 MFF",3/11/02,2002,NJ,FIR,2,30,30,0,0,0,0,0,9
Mid Atlantic,2002,049-02,36905,"LANCASTER, PA 3/02 MFF",3/12/02,2002,PA,FIR,2,11,14,14,28,0,0,0,9
Crossroads,2002,134-02,41436,"PAINESVILLE, OH 3/02 MFF",3/15/02,2002,OH,FIR,2,3,3,0,0,0,0,0,0
Mid Atlantic,2002,070-02,40541,"OXON HILL, MD 3/02 MFF",3/16/02,2002,MD,FIR,2,25,28,0,0,0,0,0,8
SE and Caribbean,2002,055-02,40337,E TENNESSEE 3/02 FLOOD,3/17/02,2002,TN,FLD,3,69,121,3,3,6,0,42,57
Mid Atlantic,2002,054-02,40336,SW VIRGINIA 3/02 FLOODS,3/18/02,2002,VA,FLD,4,572,854,1,17,11,0,168,438
Crossroads,2002,057-02,40378,E KENTUCKY 3/02 FLOODS,3/18/02,2002,KY,FLD,4,547,1193,0,56,1,0,3,594
SE and Caribbean,2002,061-02,40436,"MIAMI BEACH, FL 3/02 MFF",3/18/02,2002,FL,FIR,3,39,49,0,0,0,0,0,8
Pacific,2002,063-02,40481,"DALY CITY, CA 3/02 MFF",3/18/02,2002,CA,FIR,2,3,20,3,9,0,0,0,14
SWARM,2002,058-02,40395,S CENTRAL TX 3/02 FLDS&TOR,3/19/02,2002,TX,FLT,4,352,2010,1,47,2,0,24,276
Pacific,2002,115-02,41028,"SANTA PAULA, CA 3/02 MFF",3/19/02,2002,CA,FIR,2,7,9,0,2,0,0,0,14
Crossroads,2002,059-02,40396,SW WEST VIRGINIA 3/02 FLDS,3/20/02,2002,WV,FLD,3,52,169,0,0,3,0,0,63
SWARM,2002,064-02,40482,"RUIDOSO, NM 3/02 WILDFIRE",3/23/02,2002,NM,FOR,2,29,69,0,12,2,0,439,56
Crossroads,2002,065-02,40524,"KALAMAZOO, MI 3/02 MFF",3/23/02,2002,MI,FIR,2,30,30,0,2,1,0,25,55
Crossroads,2002,071-02,40543,"XENIA, OH 3/02 WINDSTORM",3/29/02,2002,OH,OST,2,12,12,0,0,0,0,0,8
North Central,2002,073-02,40570,"CUBA, MO 3/02 MFF",3/29/02,2002,MO,FIR,2,9,17,0,2,0,0,0,1
SWARM,2002,066-02,40507,SE TEXAS 3/02 TORNADO,3/30/02,2002,TX,TOR,1,38,81,0,12,0,0,0,7
SWARM,2002,078-02,40598,"EASTLAND,TX 3/02 HAILSTORM",3/30/02,2002,TX,BLI,2,48,53,0,0,0,0,0,29
SWARM,2002,074-02,40546,"ORANGE, TX 4/02 MFF",4/1/02,2002,TX,FIR,2,16,16,1,1,0,0,0,9
SWARM,2002,075-02,40586,SW TEXAS 4/02 TORNADO,4/7/02,2002,TX,TOR,4,17,1720,0,22,0,0,0,189
Northeast,2002,076-02,40587,"HACKENSACK, NJ 4/02 MFF",4/7/02,2002,NJ,FIR,3,20,39,0,2,2,0,37,93
Crossroads,2002,077-02,40588,"DEPAUW U, IN 4/02 DORM FIR",4/7/02,2002,IN,FIR,2,97,108,0,0,0,0,0,44
Mid Atlantic,2002,163-02,41858,"MANASSAS, VA 4/02 MFF",4/9/02,2002,VA,FIR,2,24,24,0,2,1,0,56,10
SE and Caribbean,2002,081-02,40630,"COOL SPRINGS, TN 4/02 MFF",4/10/02,2002,TN,FIR,1,12,16,0,0,0,0,0,9
Mid Atlantic,2002,079-02,40629,WB-IMF PROTESTS 4/02 DC,4/12/02,2002,DC,CDB,1,0,0,0,0,0,0,0,3
Mid Atlantic,2002,083-02,40713,"OWINGS MILLS, MD 4/02 MFF",4/13/02,2002,MD,FIR,2,14,31,0,0,0,0,0,25
Mid Atlantic,2002,084-02,40712,"ABERDEEN, MD 4/02 MFF",4/14/02,2002,MD,FIR,3,32,38,0,1,0,0,0,42
Northeast,2002,085-02,40730,"E WINDSOR, NJ 4/02 MFF",4/14/02,2002,NJ,FIR,2,12,24,0,0,0,0,0,18
SWARM,2002,086-02,40740,"FT WORTH, TX 4/02 TORNADO",4/16/02,2002,TX,TOR,2,35,245,0,0,1,0,0,68
Crossroads,2002,088-02,40758,UPPR PENINSULA MI 4/02 FLD,4/17/02,2002,MI,FLD,2,9,106,0,1,1,0,102,114
SE and Caribbean,2002,089-02,40760,AMTRAK DERAILMENT 4/02 FL,4/18/02,2002,FL,TRA,1,0,0,4,281,0,0,0,78
Mid Atlantic,2002,121-02,41148,"ALEXANDRIA, VA 4/02 MFF",4/18/02,2002,VA,FIR,1,10,11,0,0,0,0,0,7
North Central,2002,093-02,40844,"BEAVER CREEK, MO 4/02 FLD",4/19/02,2002,MO,FLD,1,7,12,0,0,0,0,0,14
Pacific,2002,087-02,40831,"SAIPAN, NMI 4/02 MFF",4/20/02,2002,MP,FIR,2,38,38,0,0,0,0,0,22
Northeast,2002,090-02,40834,NE NEW YORK 4/02 EQK,4/21/02,2002,NY,EQK,2,58,220,2,1,0,0,0,45
North Central,2002,091-02,40835,SE ILLINOIS 4/02 TORNADO,4/21/02,2002,IL,TOR,3,180,589,4,54,2,0,13,121
Pacific,2002,095-02,40872,"LOS ANGELES, CA 4/02 MFF",4/21/02,2002,CA,FIR,2,6,17,0,4,1,0,32,80
Northeast,2002,092-02,40838,"LYNBROOK, NY 4/02 MFF",4/22/02,2002,NY,FIR,3,44,127,1,37,0,0,0,85
SWARM,2002,141-02,41502,COLORADO 4/02 WILDFIRES,4/23/02,2002,CO,FOR,4,323,1492,1,240,22,0,2093,2404
North Central,2002,094-02,40871,SE MISSOURI 4/02 TORNADO,4/24/02,2002,MO,TOR,3,200,263,1,18,0,0,0,124
SWARM,2002,096-02,40905,N TEXAS 4/02 FLOOD & HAIL,4/25/02,2002,TX,FLD,3,80,396,1,3,0,0,0,50
SE and Caribbean,2002,098-02,40909,TENNESSEE 4/02 TORNADOES,4/28/02,2002,TN,TOR,3,55,142,0,30,2,0,0,66
Northeast,2002,099-02,40921,"EAST ORANGE, NJ 4/02 MFF",4/28/02,2002,NJ,FIR,2,36,36,0,4,1,0,67,21
Mid Atlantic,2002,100-02,40907,MARYLAND 4/02 TORNADOES,4/28/02,2002,MD,TOR,4,242,650,4,68,2,0,38,401
Crossroads,2002,102-02,40910,WEST VIRGINIA 4/02 FLOODS,4/28/02,2002,WV,FLD,1,5,14,0,0,0,0,0,10
Mid Atlantic,2002,103-02,40912,VIRGINIA 4/02 HIGH WINDS,4/28/02,2002,VA,TOR,2,123,320,0,17,3,0,4,39
Crossroads,2002,104-02,40914,"STARK CO,OH 4/02 TORNADOES",4/28/02,2002,OH,TOR,1,74,233,1,2,0,0,0,128
Crossroads,2002,097-02,40908,CENTRAL KY 4/02 FLDS & TOR,4/29/02,2002,KY,FLT,4,454,914,1,63,2,0,31,579
SE and Caribbean,2002,101-02,40911,"CHATTANOOGA, TN 4/02 MFF",4/29/02,2002,TN,FIR,2,26,36,0,0,0,0,0,11
Crossroads,2002,122-02,41150,"WEST CHESTER, OH 4/02 MFF",4/30/02,2002,OH,FIR,2,15,16,0,0,0,0,0,3
SE and Caribbean,2002,105-02,40923,N GEORGIA 5/02 TORNADO,5/1/02,2002,GA,TOR,3,172,402,0,3,1,0,0,121
SE and Caribbean,2002,118-02,41037,"SULLIVAN CO, TN 5/02 STORM",5/1/02,2002,TN,OST,2,3,571,0,0,0,0,0,10
#N/A,2002,106-02,40941,HURRICANE PREP CY 2002,5/2/02,2002,UK,HUR,1,0,0,0,0,0,0,0,0
Crossroads,2002,107-02,40948,WV-VA 5/02 FLOODS & MDSLDS,5/2/02,2002,WV,FLD,4,707,1690,12,41,5,0,136,874
Mid Atlantic,2002,108-02,40949,VIRGINIA 5/02 FLOODS,5/2/02,2002,VA,FLD,1,0,0,0,0,0,0,0,0
SWARM,2002,109-02,40983,"HAPPY, TX 5/02 TORNADO",5/5/02,2002,TX,TOR,2,23,45,2,4,1,0,2,217
